date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:26:36	20940/20940	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Jan%202017%2018:32:33%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Light.eot?	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Lightd41d.eot	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:26:43	127584/127584	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2002%20Jan%202017%2018:32:50%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Thin.ttf	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Thin.ttf	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:26:46	62316/62316	---M-Z	200	added ('OK')	application/font-woff	date:Mon,%2002%20Jan%202017%2018:32:35%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Light.woff	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Light.woff	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:26:47	49236/49236	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Jan%202017%2018:32:46%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Regular.woff2	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Regular.html	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:26:48	21320/21320	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Jan%202017%2018:32:41%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Regular.eot	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Regular.eot	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:26:48	529985/529985	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202017%2018:01:27%20GMT	http://demo.felippepuhle.com.br/aero/img/blog-cover.jpg	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/blog-cover.jpg	(from http://demo.felippepuhle.com.br/aero/)
20:26:51	126792/126792	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2002%20Jan%202017%2018:32:36%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Light.ttf	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Light.ttf	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:26:53	21320/21320	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Jan%202017%2018:32:41%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Regular.eot?	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Regulard41d.eot	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:26:55	50224/50224	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Jan%202017%2018:32:41%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Medium.woff2	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Medium.html	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:26:56	21364/21364	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Jan%202017%2018:32:37%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Medium.eot	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Medium.eot	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:26:58	61736/61736	---M-Z	200	added ('OK')	application/font-woff	date:Mon,%2002%20Jan%202017%2018:32:45%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Regular.woff	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Regular.woff	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:27:00	21364/21364	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Jan%202017%2018:32:37%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Medium.eot?	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Mediumd41d.eot	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:27:00	126072/126072	---MCZ	200	added ('OK')	application/x-font-ttf	date:Mon,%2002%20Jan%202017%2018:32:45%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Regular.ttf	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Regular.ttf	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:27:03	49976/49976	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Jan%202017%2018:32:32%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Bold.woff2	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Bold.html	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:27:04	20966/20966	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Jan%202017%2018:32:28%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Bold.eot	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Bold.eot	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:27:05	62980/62980	---M-Z	200	added ('OK')	application/font-woff	date:Mon,%2002%20Jan%202017%2018:32:40%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Medium.woff	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Medium.woff	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:27:08	20966/20966	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Jan%202017%2018:32:28%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Bold.eot?	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Boldd41d.eot	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:27:09	127488/127488	---MCZ	200	added ('OK')	application/x-font-ttf	date:Mon,%2002%20Jan%202017%2018:32:40%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Medium.ttf	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Medium.ttf	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:27:14	62876/62876	---M-Z	200	added ('OK')	application/font-woff	date:Mon,%2002%20Jan%202017%2018:32:30%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Bold.woff	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Bold.woff	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:27:18	77160/77160	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Jan%202017%2018:05:25%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/font-awesome/fonts/fontawesome-webfont3e6e.html	(from http://demo.felippepuhle.com.br/aero/bower_components/font-awesome/css/font-awesome.css)
20:27:18	127744/127744	---MCZ	200	added ('OK')	application/x-font-ttf	date:Mon,%2002%20Jan%202017%2018:32:32%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Bold.ttf	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/fonts/roboto/Roboto-Bold.ttf	(from http://demo.felippepuhle.com.br/aero/bower_components/Materialize/dist/css/materialize.css)
20:27:22	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Jan%202017%2018:05:12%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://demo.felippepuhle.com.br/aero/bower_components/font-awesome/css/font-awesome.css)
20:27:28	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2002%20Jan%202017%2018:05:12%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/font-awesome/fonts/fontawesome-webfont.eot?	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://demo.felippepuhle.com.br/aero/bower_components/font-awesome/css/font-awesome.css)
20:27:30	447050/447050	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2002%20Jan%202017%2018:05:21%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://demo.felippepuhle.com.br/aero/bower_components/font-awesome/css/font-awesome.css)
20:27:34	10775/10775	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202017%2018:02:40%20GMT	http://demo.felippepuhle.com.br/aero/img/documentation/npm-install.png	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/documentation/npm-install.png	(from http://demo.felippepuhle.com.br/aero/documentation.html)
20:27:37	98024/98024	---MCZ	200	added ('OK')	application/font-woff	date:Mon,%2002%20Jan%202017%2018:05:21%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://demo.felippepuhle.com.br/aero/bower_components/font-awesome/css/font-awesome.css)
20:27:37	55807/55807	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202017%2018:02:31%20GMT	http://demo.felippepuhle.com.br/aero/img/documentation/bower-install.png	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/documentation/bower-install.png	(from http://demo.felippepuhle.com.br/aero/documentation.html)
20:27:38	20967/20967	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202017%2018:02:38%20GMT	http://demo.felippepuhle.com.br/aero/img/documentation/npm-run-gulp.png	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/documentation/npm-run-gulp.png	(from http://demo.felippepuhle.com.br/aero/documentation.html)
20:27:45	48722/48722	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202017%2018:02:37%20GMT	http://demo.felippepuhle.com.br/aero/img/documentation/html-menu.png	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/documentation/html-menu.png	(from http://demo.felippepuhle.com.br/aero/documentation.html)
20:27:45	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2002%20Jan%202017%2018:05:18%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://demo.felippepuhle.com.br/aero/bower_components/font-awesome/css/font-awesome.css)
20:27:53	86266/86266	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202017%2018:02:35%20GMT	http://demo.felippepuhle.com.br/aero/img/documentation/html-footer.png	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/documentation/html-footer.png	(from http://demo.felippepuhle.com.br/aero/documentation.html)
20:27:54	100688/100688	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202017%2018:02:32%20GMT	http://demo.felippepuhle.com.br/aero/img/documentation/html-content.png	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/documentation/html-content.png	(from http://demo.felippepuhle.com.br/aero/documentation.html)
20:27:55	63716/63716	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202017%2018:02:33%20GMT	http://demo.felippepuhle.com.br/aero/img/documentation/html-css.png	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/documentation/html-css.png	(from http://demo.felippepuhle.com.br/aero/documentation.html)
20:27:55	861/861	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:01:46%20GMT	http://demo.felippepuhle.com.br/aero/js/table-of-contents.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/table-of-contents.js	(from http://demo.felippepuhle.com.br/aero/documentation.html)
20:27:56	73345/73345	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202017%2018:02:36%20GMT	http://demo.felippepuhle.com.br/aero/img/documentation/html-js.png	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/documentation/html-js.png	(from http://demo.felippepuhle.com.br/aero/documentation.html)
20:27:56	511/511	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:23%20GMT	http://demo.felippepuhle.com.br/aero/css/pages/css_color.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/pages/css_color.css	(from http://demo.felippepuhle.com.br/aero/css_color.html)
20:27:57	178/178	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:23%20GMT	http://demo.felippepuhle.com.br/aero/css/pages/css_grid.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/pages/css_grid.css	(from http://demo.felippepuhle.com.br/aero/css_grid.html)
20:27:59	1542/1542	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:20%20GMT	http://demo.felippepuhle.com.br/aero/css/apps/browser.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/apps/browser.css	(from http://demo.felippepuhle.com.br/aero/css_grid.html)
20:28:01	1020/1020	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:20%20GMT	http://demo.felippepuhle.com.br/aero/css/apps/pricing-table.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/apps/pricing-table.css	(from http://demo.felippepuhle.com.br/aero/css_grid.html)
20:28:02	485/485	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:23%20GMT	http://demo.felippepuhle.com.br/aero/css/pages/css_helpers.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/pages/css_helpers.css	(from http://demo.felippepuhle.com.br/aero/css_helpers.html)
20:28:04	59/59	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:24%20GMT	http://demo.felippepuhle.com.br/aero/css/pages/css_media.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/pages/css_media.css	(from http://demo.felippepuhle.com.br/aero/css_media.html)
20:28:06	67/67	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:24%20GMT	http://demo.felippepuhle.com.br/aero/css/pages/css_shadow.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/pages/css_shadow.css	(from http://demo.felippepuhle.com.br/aero/css_shadow.html)
20:28:08	38739/38739	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202017%2018:01:44%20GMT	http://demo.felippepuhle.com.br/aero/img/yuna.jpg	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/yuna.jpg	(from http://demo.felippepuhle.com.br/aero/css_media.html)
20:28:10	279/279	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:42%20GMT	http://demo.felippepuhle.com.br/aero/js/pages/components_chips.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/pages/components_chips.js	(from http://demo.felippepuhle.com.br/aero/components_chips.html)
20:28:11	3583/3583	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:11:42%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/extras/noUiSlider/nouislider.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/extras/noUiSlider/nouislider.css	(from http://demo.felippepuhle.com.br/aero/components_forms.html)
20:28:13	24524/24524	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:11:43%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/Materialize/extras/noUiSlider/nouislider.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/Materialize/extras/noUiSlider/nouislider.js	(from http://demo.felippepuhle.com.br/aero/components_forms.html)
20:28:14	373/373	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:42%20GMT	http://demo.felippepuhle.com.br/aero/js/pages/components_forms.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/pages/components_forms.js	(from http://demo.felippepuhle.com.br/aero/components_forms.html)
20:28:16	340/340	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:23%20GMT	http://demo.felippepuhle.com.br/aero/css/pages/components_icons.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/pages/components_icons.css	(from http://demo.felippepuhle.com.br/aero/components_icons.html)
20:28:17	331/331	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Oct%202017%2014:58:19%20GMT	http://demo.felippepuhle.com.br/aero/sass.html	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/sass.html	(from http://demo.felippepuhle.com.br/aero/components_navbar.html)
20:28:18	333/333	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Oct%202017%2014:58:20%20GMT	http://demo.felippepuhle.com.br/aero/badges.html	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/badges.html	(from http://demo.felippepuhle.com.br/aero/components_navbar.html)
20:28:19	179499/179499	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202017%2018:01:43%20GMT	http://demo.felippepuhle.com.br/aero/img/sample-1.jpg	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/sample-1.jpg	(from http://demo.felippepuhle.com.br/aero/css_helpers.html)
20:28:19	338/338	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Oct%202017%2014:58:21%20GMT	http://demo.felippepuhle.com.br/aero/collapsible.html	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/collapsible.html	(from http://demo.felippepuhle.com.br/aero/components_navbar.html)
20:28:20	333/333	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Oct%202017%2014:58:22%20GMT	http://demo.felippepuhle.com.br/aero/mobile.html	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/mobile.html	(from http://demo.felippepuhle.com.br/aero/components_navbar.html)
20:28:22	159/159	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:43%20GMT	http://demo.felippepuhle.com.br/aero/js/pages/js_dialogs.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/pages/js_dialogs.js	(from http://demo.felippepuhle.com.br/aero/js_dialogs.html)
20:28:22	131722/131722	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202017%2018:01:12%20GMT	http://demo.felippepuhle.com.br/aero/img/css-typography-roboto.png	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/css-typography-roboto.png	(from http://demo.felippepuhle.com.br/aero/css_typography.html)
20:28:23	55/55	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:24%20GMT	http://demo.felippepuhle.com.br/aero/css/pages/js_media.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/pages/js_media.css	(from http://demo.felippepuhle.com.br/aero/js_media.html)
20:28:23	159054/159054	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202017%2018:01:36%20GMT	http://demo.felippepuhle.com.br/aero/img/office.jpg	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/img/office.jpg	(from http://demo.felippepuhle.com.br/aero/components_cards.html)
20:28:46	173/173	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:43%20GMT	http://demo.felippepuhle.com.br/aero/js/pages/js_media.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/pages/js_media.js	(from http://demo.felippepuhle.com.br/aero/js_media.html)
20:28:47	44/44	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:25%20GMT	http://demo.felippepuhle.com.br/aero/css/pages/js_scrollfire.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/pages/js_scrollfire.css	(from http://demo.felippepuhle.com.br/aero/js_scrollfire.html)
20:28:48	426/426	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:43%20GMT	http://demo.felippepuhle.com.br/aero/js/pages/js_scrollfire.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/pages/js_scrollfire.js	(from http://demo.felippepuhle.com.br/aero/js_scrollfire.html)
20:28:50	73/73	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:25%20GMT	http://demo.felippepuhle.com.br/aero/css/pages/js_transitions.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/pages/js_transitions.css	(from http://demo.felippepuhle.com.br/aero/js_transitions.html)
20:29:12	155/155	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:25%20GMT	http://demo.felippepuhle.com.br/aero/css/pages/js_waves.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/pages/js_waves.css	(from http://demo.felippepuhle.com.br/aero/js_waves.html)
20:29:14	6221/6221	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:20%20GMT	http://demo.felippepuhle.com.br/aero/css/apps/crud.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/apps/crud.css	(from http://demo.felippepuhle.com.br/aero/apps_crud.html)
20:29:15	16345/16345	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Jan%202017%2018:00:29%20GMT	http://demo.felippepuhle.com.br/aero/apps_crud_form.html	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/apps_crud_form.html	(from http://demo.felippepuhle.com.br/aero/apps_crud.html)
20:29:17	2502/2502	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:01:46%20GMT	http://demo.felippepuhle.com.br/aero/js/modals.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/modals.js	(from http://demo.felippepuhle.com.br/aero/apps_crud.html)
20:29:17	146952/146952	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:10:36%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/datatables/media/js/jquery.dataTables.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/datatables/media/js/jquery.dataTables.js	(from http://demo.felippepuhle.com.br/aero/apps_crud.html)
20:29:18	2173/2173	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:01:46%20GMT	http://demo.felippepuhle.com.br/aero/js/lock.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/lock.js	(from http://demo.felippepuhle.com.br/aero/apps_crud.html)
20:29:19	2384/2384	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:40%20GMT	http://demo.felippepuhle.com.br/aero/js/apps/crud_list.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/apps/crud_list.js	(from http://demo.felippepuhle.com.br/aero/apps_crud.html)
20:29:20	812/812	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:40%20GMT	http://demo.felippepuhle.com.br/aero/js/apps/datatables.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/apps/datatables.js	(from http://demo.felippepuhle.com.br/aero/apps_datatables.html)
20:29:21	248/248	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2018:02:20%20GMT	http://demo.felippepuhle.com.br/aero/css/apps/maps.css	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/css/apps/maps.css	(from http://demo.felippepuhle.com.br/aero/apps_maps.html)
20:29:24	166366/166366	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:03:25%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/ammap3/ammap/ammap.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/ammap3/ammap/ammap.js	(from http://demo.felippepuhle.com.br/aero/apps_maps.html)
20:29:25	2914/2914	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:07:55%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/ammap3/ammap/themes/light.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/ammap3/ammap/themes/light.js	(from http://demo.felippepuhle.com.br/aero/apps_maps.html)
20:29:26	1895/1895	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:02:41%20GMT	http://demo.felippepuhle.com.br/aero/js/apps/maps.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/js/apps/maps.js	(from http://demo.felippepuhle.com.br/aero/apps_maps.html)
20:29:26	130785/130785	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2018:21:09%20GMT	http://demo.felippepuhle.com.br/aero/bower_components/ammap3/ammap/maps/js/worldLow.js	D:/rob/Aro%20Admin/demo.felippepuhle.com.br/aero/bower_components/ammap3/ammap/maps/js/worldLow.js	(from http://demo.felippepuhle.com.br/aero/apps_maps.html)
